Gene	Length
RNU6-695P	104
MIR378G	41
MIR760	80
RN7SL130P	305
RNU4-75P	146
RN7SKP291	327
MIR7852	82
RNU6-830P	107
MIR761	59
RNU1-130P	160
RNU6-965P	96
MIR320B1	79
RN7SKP272	232
RNA5SP56	118
MIR942	86
MIR7856	56
MIR548AC	88
U1	484
RN7SKP285	318
RNVU1-25	160
RNVU1-22	157
RNA5SP536	123
MIR5087	76
RNU4ATAC8P	109
RNA5SP55	125
RNVU1-1	164
RNA5SP533	110
RN7SL480P	294
RNU1-154P	167
RNU1-155P	135
MIR6077	82
RNVU1-2	162
RNVU1-3	161
RNVU1-21	156
RNVU1-29	164
RNU1-151P	125
RN7SL372P	298
RN7SL420P	298
RNU2-17P	190
MIR4256	64
RNVU1-31	164
RNU6-352P	107
RNA5SP49	115
RNU1-75P	129
MIR554	96
7SK	1870
MIR8083	89
RN7SKP88	250
RNU2-38P	79
RNU6-160P	107
RNU6-755P	103
U2	3017
RNU5F-2P	82
RNA5SP64	107
RNU6-41P	107
RNU6-1310P	107
RNU6-307P	106
RNU5F-6P	116
RNU7-183P	62
U3	10646
RNU6-983P	103
RNA5SP72	117
RNU6-716P	103
RNU6-693P	107
RNU6-239P	99
MIR557	98
U7	436
RNU1-141P	158
MIR921	56
RNU6-778P	103
RNA5SP57	123
RN7SL230P	303
RN7SL444P	300
MIR181B1	110
MIR181A1	110
RNU2-12P	168
MIR4654	76
SNORA16B	135
RNU6-171P	107
SNORD116	263
RNA5SP61	100
MIR1255B2	67
SCARNA3	143
MIR556	95
RNU6-609P	107
MIR4735	69
RN7SL299P	280
U8	2945
MIR3119-1	85
RNU6-570P	105
RNU4-77P	156
RNU6-968P	107
MIR4260	67
MIR3119-2	85
RNA5SP70	79
SNORA14B	135
MIR4427	68
MIR4671	73
RNU6-465P	101
RNU6-1171P	101
RN7SKP229	302
MIR3658	56
MIR190B	79
MIR205	110
MIR135B	97
RNY4P16	94
RN7SL333P	297
RNU6-747P	104
RNU6-725P	102
RN7SL431P	305
RNU6-403P	104
RN7SL668P	303
RNU6-1283P	105
RN7SL344P	296
MIR6740	113
MIR4753	83
RNY4P25	96
RN7SKP126	300
RNU4-42P	142
RNU6-487P	104
RNU6-121P	99
RNA5SP80	111
RNU5A-5P	116
MIR3121	77
RNU6-89P	100
RNU6-1248P	64
RNU6-1205P	106
MIR488	83
MIR5008	94
RNA5SP73	108
RNA5SP69	117
RNU6-152P	107
RN7SKP156	342
SNORA70H	135
RNU2-19P	84
RNA5SP65	119
RN7SKP49	260
MIR1537	61
SNORA72	1007
RNA5SP62	110
RNA5SP76	87
RNU5A-8P	114
RN7SL269P	305
RNU6-1319P	104
MIR3122	73
RNA5SP63	112
RN7SKP98	156
RNA5SP77	120
5S_rRNA	1021
RNU6-418P	107
RN7SKP12	143
MIR3124	67
RNU6-1240P	104
SNORA58B	136
MIR4426	63
TMCO1-AS1	2150
CAMK2N1	2605
MUL1	2428
RPS4XP4	763
FAM43B	2448
CDA	820
PINK1	4833
MIR6084	110
PINK1-AS	4443
ZNF101P2	1229
SCARNA18B	135
CDC73	10512
MIR1278	81
B3GALT2	3548
LINC01031	2017
LINC01758	458
SGO1P1	1447
RN7SL538P	304
PIN1P1	996
LRRC7-AS1	948
LRRC40	2843
RN7SL242P	297
ANKRD13C	6184
HHLA3-AS1	575
CTH	2414
CHORDC1P5	967
CASP3P1	609
E2F2	5462
ID3	1496
RPL11	2659
PITHD1	2173
LYPLA2	2021
GALE	3955
CFHR2	2750
CFHR5	2814
SEPTIN14P12	560
MRPS21P3	262
THAP12P8	2115
RFKP1	428
HNRNPA1P42	957
MIR3123	75
APCS	925
CRPP1	625
CRP	2015
DUSP23	827
FCRL6	2677
SLAMF8	3178
VSIG8	1818
CFAP45	2627
MIR4259	101
SLAMF9	1139
SNHG28	5656
MIR4254	76
ATP1A1	7277
RNU6-817P	104
LINC01762	1759
ZBTB41	8679
EFNA4	1257
EFNA3	1944
EFNA1	2165
SLC50A1	2340
HMGN2P18	270
KRTCAP2	3814
MIR92B	96
THBS3	4623
MTX1P1	838
GBA	3648
SCAMP3	2442
CLK2	3658
HCN3	4241
PKLR	3168
IL23R	3213
RNU6-586P	104
RNU4ATAC4P	126
DNAJB6P4	728
RNU6-387P	105
RNU6-1031P	107
CR1L	2768
CD46P1	763
CDCA4P3	689
RNA5SP534	84
CD46	8711
CDCA4P4	680
MIR29B2CHG	16745
MIR29C	88
MIR29B2	81
CD34	9219
LINC02767	7440
OR10J6P	930
RNU6-828P	107
RNU6-37P	107
RN7SL731P	293
PGD	3333
CENPS-CORT	2244
CENPS	1748
DFFA	6625
IL12RB2	6067
NSA2P1	792
SNORA77	125
LAX1	3336
ZBED6	12481
RPL35AP5	328
SNRPE	2080
KRT8P29	1371
SMPDL3B	2663
RN7SL559P	297
XKR8	5180
FAM89A	2402
MIR1182	97
TRIM67-AS1	1348
C1orf131	5413
LINC01144	1710
TOE1	2358
TESK2	3319
PPIAP36	325
CCDC163	2757
MMACHC	5049
LINC02897	2258
FGFR3P6	610
ZNF731P	2160
MIR3916	94
RNA5SP82	92
VN1R17P	1090
VN1R5	1239
OR2W5P	1647
GCSAML	4680
OR2G2	954
OR2G3	930
OR3D1P	955
NLRP3	4753
RNU6-991P	107
CHRM3-AS2	9393
CHRM3-AS1	486
RPS7P5	581
ADH5P3	1137
CHRM3	15173
FAM102B	9350
HENMT1	2426
PRPF38B	6955
FNDC7	3090
STXBP3	5892
SPATA42	631
RANP5	655
TMEM167B-DT	2888
TMEM167B	3613
SCARNA2	420
OR14L1P	3009
DAP3	4588
MSTO2P	1709
SYT11	5182
U4	727
RIT1	4038
KHDC4	5646
SNORA80E	137
SCARNA4	129
MIR6738	64
ARHGEF2-AS2	2157
ARHGEF2-AS1	401
SSR2	6643
UBQLN4	3884
LAMTOR2	1404
RAB25	1689
PMF1-BGLAP	1007
BGLAP	964
SMG5	5304
TMEM79	3032
GLMP	3471
CCT3	3864
RHBG	3384
MIR9-1	89
MEX3A	6591
CYP4X1	2447
CYP4Z1	2252
TUBAP9	1202
CYP4A22-AS1	921
MTND1P34	671
LINC00853	661
PDZK1IP1	1430
LINC01389	483
FOXE3	1768
FOXD2-AS1	2509
VHLL	684
LRRC52	1372
IGSF3	7400
HNRNPCL1	1134
GLUL	12638
NTMT2	2322
ELAVL4	8368
COA6	2288
CORT	914
AHCTF1	9579
FRRS1	8624
LRRC7	30043
ATP6V1G3	678
F13B	2893
LEPR	11370
PBX1	21370
PSMD4	3021
TAGLN2	2262
PEA15	2763
CD84	9255
H6PD	9322
FOXD2	2648
DDOST	2721
NBL1	3448
PRG4	5049
ST3GAL3	19448
SLC1A7	5413
ZNF692	3929
FGGY	12174
DISC1	12931
SLC30A10	8831
PLA2G2F	6438
MFSD2A	4007
UBE2J2	4691
OLFM3	4393
PRXL2B	3371
DPM3	622
RXFP4	1450
GBP6	4685
NPPB	708
SBF1P2	2637
RNU5E-1	120
RNU5E-4P	120
KIAA2013	3281
PLOD1	5320
MIIP	2821
MIR6729	65
RN7SL649P	275
TNFRSF8	3812
RNU6-777P	104
RPL23AP89	255
MIR7846	96
MIR4632	61
RBBP4	9470
SYNC	3722
KIAA1522	6020
S100PBP	9190
FNDC5	3199
HPCA	1964
TMEM54	1417
UFC1	2100
USP21	3764
PPOX	4725
B4GALT3	3890
ADAMTS4	10338
FCER1G	964
APOA2	945
TOMM40L	3291
MIR5187	76
NR1I3	3247
PCP4L1	1406
CFAP126	774
RRM2P2	652
RNU6-481P	107
RN7SL261P	282
GJA5	3288
GJA8	1392
GPR89B	5214
PDZK1P1	3674
LINC02804	2603
RNU1-129P	167
RNVU1-7	164
PDE4DIPP1	1641
PFN1P4	402
ABHD17AP1	933
RNU6-1211P	105
LINC01745	372
LINC01744	2269
RNU6-809P	107
ROR1-AS1	4614
MFN2	10234
TMCO2	846
ZMPSTE24-DT	1541
ZMPSTE24	4022
COL9A2	4215
ZFP69B	2566
MPZ	2150
MTFR1L	5797
AUNIP	2408
PAQR7	3244
STMN1	6247
SNRPFP2	251
MIR3917	93
RNU6-369P	102
RNF220	9687
MIR5584	60
TMEM53	3561
ARMH1	3290
RNU5F-1	117
RNU5D-1	116
KIF2C	3646
RPS8	2781
SNORD55	80
SNORD46	104
SNORD38A	70
SNORD38B	69
RPS15AP11	385
BEST4	2512
PLK3	3327
BTBD19	3520
PTCH2	5334
RNU5E-6P	115
EIF2B3	3411
RNA5SP47	109
CCNB1IP1P1	839
PPIAP35	492
MRPS17P1	3130
HECTD3	5072
UROD	4029
OSTCP5	453
NOL9	7271
TAS1R1	2764
ZBTB48	4510
LRRC8C	11724
ZBTB40-IT1	273
EPHA8	5434
MIR6127	109
C1QA	1220
C1QC	1332
C1QB	1492
MIR4684	82
LGALS8-AS1	1457
HEATR1	9061
RPSAP21	885
RPL35P1	370
MT1HL1	339
RNU6-949P	107
CHMP1AP1	662
RNU6-424P	105
RPEP3	676
STX12	3801
RNU6-1245P	106
PPP1R8	2815
SCARNA1	166
THEMIS2	4621
RPA2	1981
PDE4DIPP9	882
MIR3675	73
RNU1-5P	144
RNU1-2	164
MFAP2	2712
ATP13A2	5253
SDHB	2324
PADI2	6000
LINC02783	4676
PADI1	4903
PADI3	3189
MIR3972	87
SNORD81	227
CCN1	3698
CICP13	2789
RNU6-791P	104
HHIPL2	3290
TAF1A	2891
TAF1A-AS1	2261
MIA3	10155
AIDA	4232
BROX	4980
NDUFB1P2	176
TLR5	7733
ERMAP	5720
ZNF691	2036
MKRN8P	1326
ATP6V1E1P1	681
ATP6V0CP4	440
RNU6-880P	107
DISP1	13030
HAUS4P1	1145
GORAB-AS1	5647
GAPDHP58	1006
HSD3B1	2443
GAPDHP32	998
HSD3BP3	994
GAPDHP27	1020
HSD3BP4	1120
GAPDHP33	1013
LINC00622	1570
HSD3BP5	1132
ZNF697	5579
HMGCS2	2565
REG4	3414
NBPF7P	1332
PFN1P9	433
NOTCH2P1	624
ADAM30	2983
PHGDH	9187
INSRR	5200
RN7SL831P	319
NDUFS5P2	306
RPL7P9	747
RN7SKP270	312
NGF-AS1	2610
LRRC47	4509
RN7SL574P	297
RPS21P1	247
MTCYBP14	715
MTND6P14	522
MTND5P19	1794
MTND4P10	1363
MTND4LP21	295
MTND3P8	339
MTCO3P46	232
DMBX1	5068
DENND4B	7606
CRTC2	3602
MIR6737	70
CREB3L4	2902
JTB	1482
RAB13	2751
RPS27	1028
RNU6-179P	107
RPS7P2	607
MIR5698	72
C1orf52	3420
BCL10	4346
SLC2A1	6614
CEP104	11885
DFFB	3870
OR13Z1P	848
OR13Z2P	555
OR13Z3P	391
ACP6	11993
RN7SL654P	292
C1orf21-DT	952
C1orf21	11594
LINC01355	6182
ZNF436	4786
TCEA3	3675
B3GALNT2	10279
MRPL57P1	265
HSPA6	2355
RPS23P10	486
HSPA7	1927
RPS23P9	438
FCGR3B	2787
RPL31P11	1558
FCGR2A	5422
PROK1	1393
CYMP	1263
CYMP-AS1	2351
KCNA10	1959
KCNA3	2476
NRBF2P3	865
OR11I1P	954
KCNA2	18723
LINC02774	2014
RN7SL148P	279
ZBTB18	3906
RUSC1-AS1	3516
RUSC1	5429
MIR555	96
RNU6-106P	107
ASH1L-IT1	448
RNU6-1297P	104
POU5F1P4	1085
DAP3P1	278
MSTO1	4192
FDPS	3718
GPSM2	19578
RN7SKP247	308
DYNLT4	1355
RNU1-114P	166
RNVU1-17	164
RNVU1-23	135
RNVU1-18	164
FAM91A3P	2544
LINC02591	5243
RNU1-143P	146
PDE4DIPP3	1176
FCGR1CP	1127
H2BP2	4107
RPL22P5	389
SRGAP2D	1021
IGKV1OR1-1	347
KCNK2	4294
C1orf43	2670
RO60	9070
CASQ2	2688
SYT6	5065
TSACC	1115
CFAP57	5583
EBNA1BP2	3561
UBIAD1	5090
WARS2	3830
PACC1	2917
MXRA8	3622
FAM76A	4046
GLRX2	6210
USP33	6918
PUM1	6621
TNFRSF25	4263
MRPS21	1500
SLC5A9	4535
RCOR3	9092
C1orf194	1227
RUNX3	4922
ZCCHC17	1921
POGK	8463
BSDC1	6741
KLHDC8A	3666
NEXN	4436
PAQR6	2531
RGL1	5306
FCN3	2169
FUBP1	7559
HAO2	1877
EPS8L3	3477
UTS2	1793
PTBP2	14681
ITGB3BP	5459
TRIM63	2576
KCNC4	26071
ATP2B4	9495
MEAF6	6061
PRAMEF12	2889
C1orf232	1203
CD247	4034
PEX19	4466
PPT1	3372
PLEKHG5	6935
RASAL2	16081
ENO1P1	1304
LGALS8	9462
SZT2-AS1	699
MIR6735	73
HYI-AS1	545
MRPL20	2767
RN7SL657P	293
MRPL20-DT	1523
LINC01770	851
VWA1	5065
ATAD3C	3981
ACTG1P4	1122
AMYP1	1023
ABCB10	4268
RNU4-21P	126
RNA5SP78	118
HMGN2P19	265
URB2	5989
HMGB1P26	628
TAF5L	6402
RNF186	1255
OTUD3	6885
PLA2G2E	785
RN7SL304P	301
PLA2G2A	1632
OR2M7	939
OR14C36	939
TMEM275	1633
MKNK1-AS1	2530
KNCN	2933
MKNK1	8071
ARTN	2657
IPO13	5072
DPH2	2930
ATP6V0B	3239
CCDC24	3563
SLC6A9	5249
KRT8P47	1398
RN7SL479P	300
OR2T3	957
OR2T5	2525
OR2AS2P	342
OR2AS1P	319
OR2T34	957
OR14I1	1007
LCE3B	288
LCE3A	270
LCEP4	325
LCEP3	170
LCE2D	625
LCE2B	608
LCE2A	611
PRAMEF15	1865
PRAMEF14	2443
PRAMEF19	1440
PRAMEF17	1578
PRAMEF20	1502
EPHX4	2250
LPCAT2BP	1534
GAPDHP46	994
PRKAR1AP1	1162
FNDC10	2124
MMP23B	2205
SLC35E2B	8462
MMP23A	1017
CDK11A	5085
NADK	5570
GNB1	6417
TMEM52	1600
CD1A	1809
HMGN1P5	263
CD1C	2442
CD1B	1395
CD1E	2203
OR10T2	945
OR10T1P	947
EI24P2	1076
OR10R3P	942
OR10R1P	1141
HSP90AA3P	2167
DR1	10925
RNA5SP53	120
MAPKAPK2	4232
IL10	3439
IL24	1979
FCMR	3417
PIGR	4372
FCAMR	3541
C1orf116	5501
PRMT6	4340
NDUFA4P1	246
SH3BGRL3	876
CD52	934
ZNF683	2379
TINAGL1	5281
PEF1	2223
PEF1-AS1	2216
RN7SL788P	316
PDCL3P6	706
DNAJC19P7	344
ANAPC10P1	556
PLA2G12AP1	568
ORC1	3121
FCGR3A	2725
SDE2	3987
H3-3A-DT	1542
H3-3A	3826
LINC01703	1613
ACBD3	3589
ACBD3-AS1	535
MIXL1	2035
DEGS1	2446
NVL	4615
MIR320B2	138
RNU6-1008P	104
CNIH4	5090
MIR4742	85
AKR1B1P1	956
CNIH3-AS2	4135
DNAJB6P6	714
BMP8A	5636
OXCT2P1	1535
PABPC4-AS1	1408
SNORA55	135
HEYL	4077
HPCAL4	4758
RNU7-121P	62
PABPC4	10274
YBX1P9	679
RPS3AP7	781
RN7SKP165	356
CDKN2AIPNLP1	302
MIR6878	66
ECM1	3360
FALEC	566
ADAMTSL4-AS2	665
MIR4257	86
RN7SL473P	299
RN7SL600P	299
ENSA	4619
GOLPH3L	3334
HORMAD1	2412
RNU6-1042P	107
UBE2D3P3	425
ADAMTSL4-AS1	1914
MCL1	6222
WNT3A	2996
LINC02809	2642
ARF1	3281
MIR3620	79
C1orf35	4308
MRPL55	1886
CIAO2AP2	477
GJC2	2165
IBA57-DT	641
IBA57	10230
OBSCN-AS1	3862
TRIM11	8488
MIR6742	62
TRIM17	3553
RPL23AP15	459
MIR4666A	79
BTNL10	731
RNA5SP19	109
RNA5SP162	44
PPIH	5095
YBX1	3395
CLDN19	3602
P3H1	6766
STPG1	8511
NIPAL3	9396
RCAN3AS	762
RCAN3	7138
NCMAP-DT	1445
NCMAP	4146
JUN	3624
ASH1L	13783
WDR26	11146
TXLNA	5114
IQCC	2463
TMEM234	3571
FAM167B	947
LCK	3339
HDAC1	3966
MARCKSL1	1546
TSSK3	1849
SLC16A4	3164
MIR9-1HG	13742
EIF3I	9756
LAMTOR5	2388
YTHDF2	3729
TMEM200B	2606
MECR	4138
MTARC1	9106
RNU6ATAC35P	444
LINC01352	962
HLX-AS1	563
HLX	5629
PRELID3BP1	540
LINC02779	814
MARK1	15255
RN7SL464P	297
HDAC1P2	2006
C1orf115	2891
RN7SKP160	340
DARS2	7353
GAS5-AS1	814
ZBTB37	19464
RNA5SP67	131
RC3H1	11698
RNA5SP68	119
RC3H1-IT1	448
RPL30P1	339
KRT18P57	1254
RNU6-151P	107
INKA2	6393
INKA2-AS1	2414
KCND3-IT1	376
KCND3-AS1	777
LINC01750	3590
KCND3	8027
RAB7B	3686
ITPKB-AS1	538
RPS27P5	244
F11R	5061
GLRX5P2	173
TSTD1	1197
USF1	2336
ARHGAP30	5064
NECTIN4	3458
NECTIN4-AS1	1109
KLHDC9	1720
PFDN2	621
NIT1	3794
DEDD	2821
CTSE	3562
COQ8A	4736
EIF1P2	350
AKIRIN1	2688
NDUFS5	548
RNU6-608P	104
RNA5SP44	133
HSPE1P8	288
LRIF1	3502
CCNT2P1	1315
RNA5SP54	92
DENND2D	6677
CHI3L2	3295
CHIAP1	995
CHIAP2	2837
DRAM2	3295
ATP8B2	7597
RNU7-57P	60
RPSAP17	883
IL6R-AS1	1756
IL6R	6453
PSMD8P1	769
SHE	8740
PLA2G2C	3855
UBXN10	5562
LINC01757	646
SDHC	1902
ARNT	6448
RNU6-1309P	108
RPS27AP6	448
CYCSP51	318
PARP1	18399
NDUFS2	8898
MPTX1	609
OR10J2P	961
OR10J7P	934
OR10J8P	929
OR10J9P	987
PRDX1	1682
HMGB1P48	598
NASP	8304
CCDC17	3323
GPBP1L1	7433
RPS15AP10	382
TMEM69	1465
SLC39A1	3388
CR1	12583
GUK1	4725
SERBP1	7676
RFX5	4555
MIER1	8273
SLC45A1	2600
KIF17	4470
ZNF669	1980
TOR1AIP2	18876
UCHL5	6661
SMIM1	993
RNF19B	2734
GMEB1	6413
CC2D1B	7507
DAB1	7551
LRRC8B	8267
BTBD8	8342
ZC3H11A	12829
RGS13	5928
CAP1	3814
ACOT7	3500
TOR1AIP1	4692
HSPB11	3006
SDF4	4744
EPHB2	12516
TMCO1	5326
NBPF3	6812
CDK11B	3490
ACOT11	9770
AKR1A1	3121
KCNT2	7192
CTSK	8447
EPB41	19993
HSPD1P14	1618
HMGB4	2561
CSMD2-AS1	2619
AK2	9625
AZIN2	9581
TRIM62	3976
FAM133FP	671
ZNF847P	1077
SNAP47-AS1	1708
PRSS38	1267
CTSS	6888
LIN9	4442
PRAMEF28P	1450
PRAMEF27	1947
PRAMEF25	1918
PRAMEF34P	1447
PRAMEF35P	891
HNRNPCL2	1156
PRAMEF36P	1452
HNRNPCL4	1718
RBMXL1	5087
GBP3	4284
GBP1	6103
PTGES3P1	483
GBP2	7223
GBP7	2432
GBP4	6141
AHDC1	8297
FGR	3382
LINC02574	1765
IFI6	936
HNRNPCL3	1897
IFI44L	11610
CYB561D1	5690
AMIGO1	5141
GNAI3	9044
RNU6V	107
MIR197	75
RPL7P8	730
GNAT2	1718
PTGS2	5484
PACERR	2544
DDAH1	4587
SLC16A1	6347
AKR7A2P1	915
NGF	4110
LINC02593	4152
NOC2L	5540
PLEKHN1	3451
PERM1	3424
HES4	1118
ISG15	867
AGRN	10761
CDCP2	3229
MRPL37	2549
SSBP3-AS1	2624
LINC02784	683
HNRNPA1P63	963
SSBP3	6954
SERPINC1	1721
LINC01737	403
COG2	10946
CAPN9	2593
RNA5SP79	109
C1orf198	5161
RN7SL837P	287
AGT	12703
IFI44	2038
TDRD10	2706
UBE2Q1	4190
UBE2Q1-AS1	432
CHRNB2	5882
ADAR	12242
ATPAF1	5677
NENFP1	466
TEX38	1464
EFCAB14-AS1	584
EFCAB14	16312
PSEN2	16397
FCRLA	3275
FCRLB	2592
RN7SL466P	295
DUSP12	1762
TRAF5	9022
SNX25P1	834
ARPC3P2	533
SLC30A1	5893
LINC01693	2393
FDPSP8	1089
RD3	3511
ATF6	14263
ACADM	13774
DLSTP1	1354
RABGGTB	5920
SNORD45C	79
SNORD45A	84
SNORD45B	72
MSH4	3270
DENND1B	13203
EEF1A1P32	1347
FAM204BP	701
CRB1	12721
MPL	3937
CDC20	2012
ELOVL1	2506
MIR6734	68
MED8	2704
MED8-AS1	731
AMPD2	9301
ASPM	11994
FCF1P7	558
MIR4677	80
FABP7P1	391
AKT3-IT1	517
AKT3	16643
C1orf174	4883
IQGAP3	6742
NAXE	10113
GPATCH4	4623
HAPLN2	2204
BCAN-AS1	3222
BCAN	4765
NES	5568
CRABP2	1082
ISG20L2	5229
METTL25B	3169
MRPL24	1695
HDGF	3674
PRCC	4071
SH2D2A	2498
MIR4421	69
MIR6500	86
CFL1P2	684
LINC01562	2366
RNF11	3112
TTC39A-AS1	1222
EPS15	7378
RNU6-877P	107
RNU6-1281P	105
CICP3	2455
RNU6-1199P	104
LINC01409	8413
FAM87B	1947
LINC00115	1317
FAM41C	1971
TUBB8P11	1058
RNF223	1900
C1orf159	6322
LINC01342	1620
MIR200B	95
MIR200A	90
MIR429	83
TTLL10-AS1	3532
TTC39A	9491
RN7SL653P	293
SAMD11	4172
MFSD14A	2945
SASS6	3972
LRRC39	1992
DBT	11616
RPL23AP90	236
BRI3P1	378
RTCA	3028
MIR553	68
BRDT	4635
KHDRBS1	3544
TMEM39B	2787
MIR5585	59
KPNA6	7457
CCDC28B	3873
LINC01160	1377
DDX20	8778
RPL5	3687
DIPK1A	3091
SNORD21	95
SNORA66	133
RNU6-970P	107
RN7SL692P	288
RNU6-210P	95
RN7SKP123	291
MTF2	5907
SH2D5	4487
RNU7-200P	62
MIR1256	119
RPS15AP6	385
HSPE1P27	296
ECE1	7308
ECE1-AS1	2579
SUSD4	5336
RNU4-57P	135
CCDC185	2051
RNU1-74P	171
LRRIQ3	8759
TNNI3K	4733
LRRC53	4358
ERICH3	8827
ERICH3-AS1	5371
CRYZ	4085
TYW3	4616
FPGT-TNNI3K	9896
BRWD1P1	371
RNA5SP41	101
RNA5S1	119
RNA5S2	119
RNA5S3	119
RNA5S4	119
RNA5S5	119
RNA5S6	119
RNA5S7	119
RNA5S8	119
RNA5S9	119
RNA5S10	119
RNA5S11	119
RNA5S12	119
RNA5S13	119
RNA5S14	119
RNA5S15	119
RNA5S16	119
RNA5S17	119
RNA5SP18	121
DUSP5P1	1139
OBSCN	39568
RNVU1-30	164
FAM91A2P	2536
PDE4DIPP7	3340
RNU1-68P	146
H3C13	469
H2BC19P	3612
H2BC20P	6440
H2AC20	494
H2AC21	497
BOLA1	1461
SV2A	4786
SF3B4	1704
FCGR1A	2155
AIMP1P2	312
RPL34P6	345
GPR25	1198
INAVA	5341
MROH3P	3061
RNU6-704P	103
KIF21B	12164
TMEM9	3919
IGFN1	12117
CACNA1S	7266
NEDD8P1	244
SAMD13	3405
UOX	2409
RNA5SP75	111
TMEM81	1332
MTR	19254
RNU6-1304P	106
SRP9	2220
TMEM63A	10350
LEFTY1	1891
MIR6741	63
LEFTY2	2286
NDUFA3P3	250
EPHX1	2476
TARDBP	6187
MASP2	4257
SRM	1894
EXOSC10	5991
MTOR-AS1	763
RNU6-537P	103
SYF2	3773
RSRP1	6730
RHD	3313
SDHDP6	480
TMEM50A	3010
MACO1	3979
TSEN15	10197
LRRC71	2649
MIR765	114
RN7SL612P	295
NTRK1	5205
FMN2	18429
GREM2	4176
RNU5F-8P	111
YARS1	9124
HNRNPR	8704
ADAMTSL4	6432
PTP4A2	6708
CRYBG2	6895
FNBP1L	5811
ZFYVE9	7980
PDPN	3707
TMCO4	4027
HYI	2754
ADGRB2	7756
NTNG1	10496
YY1AP1	5001
ANKRD65	2644
SNAP47	10190
B4GALT2	5472
OLFML2B	3430
TTC24	3782
IL20	1298
AADACL4	2027
DNASE2B	1524
OR2L2	4375
OR2L3	2929
OR2M4	5934
TMEM222	4476
MANEAL	2973
TNFRSF14	6214
PRAMEF9	2465
OR4F29	939
YOD1	6652
OR2T35	2957
OR10K2	3023
IRF2BP2	5377
RBM15	4670
JMJD4	4315
KLHDC7A	5045
MTX1	3282
ARL8A	1975
GPR37L1	7581
SNX27	16711
RNU6-1062P	107
CELF3	6774
RIIAD1	2276
RNU6-662P	104
MRPL9	1740
OAZ3	4633
LINGO4	2644
RORC	6517
C2CD4D	1757
C2CD4D-AS1	506
THEM5	1161
THEM4	6937
KRT8P28	1390
S100A10	1012
NBPF18P	568
STIL	7821
C1orf68	949
LCEP2	351
LCEP1	308
KPRP	2492
LCE1F	726
LCE1E	1299
LCE1D	460
NCDN	4917
TFAP2E	4308
AMY1A	2035
AMY1B	2035
AMY1C	2074
HPDL	1816
OR2L5	2429
MAN1C1	9702
SELENON	4403
MAB21L3	6632
NFASC	21271
CNTN2	17721
SYPL2	4042
CCSAP	6257
RNU6-180P	61
RN7SKP276	268
ACTA1	2381
ZFP69	3173
ZNF684	3101
RNU6ATAC27P	119
SNHG3	4088
SNORA73A	206
SNORA73B	204
PRDX3P2	611
TRNAU1AP	4311
SNORD99	74
SNORA61	130
SNORA44	132
SNORA16A	137
RAB42	2301
LINC01715	978
RNU11	134
AMY2B	7491
AMY2A	1599
CDK18	6830
GOLT1A	1029
PLEKHA6	9656
LINC00628	1289
RNA5SP74	109
ZMYM1	5205
RPL12P45	478
EFCAB14P1	463
SFPQ	7419
RN7SL503P	303
SNORA62	966
C1orf146	1086
ACTBP12	418
GLMN	2910
RPAP2	17048
RN7SL824P	297
GFI1	5069
HMGB3P9	583
RNU4-59P	116
H3P3	156
CCNJP2	1163
OR10X1	981
OR2T27	1285
OR6K1P	971
OR6K3	1875
OR6K4P	955
OR6K5P	945
OR2AQ1P	200
OR10AA1P	937
MNDA	2025
OR10J3	940
OR14A16	1367
HSD17B7P1	1017
OR6R1P	940
OR11L1	969
TRIM58	5170
OR2W3	945
OR2AJ1	1873
CLK3P2	1453
OR2X1P	687
OR2L8	939
MUTYH	5811
OR6Y1	5128
TLR12P	2706
ZSCAN20	10444
OR2T6	4670
OR2M1P	951
OR2M5	939
OR2M2	1229
GM2AP2	562
CYCSP53	265
MYOC	2104
GABRD	5525
ZBTB17	4240
TBC1D3P6	962
SRARP	3039
HSPB7	3193
CLCNKA	3476
FAM131C	1720
CFHR1	2223
OR2T8	2422
ZBTB2P1	966
FHAD1-AS1	3105
EFHD2	2534
CTRC	3483
OR6F1	1762
OR14A2	1087
OR14K1	945
OR9H1P	4888
OR10K1	3936
OR2T12	5708
OR2T33	4132
ZBTB8A	7077
ZBTB8OS	3531
RN7SL432P	298
NRAS	4326
RNY1P13	105
SIKE1	5894
OR6K6	1172
OR2T29	2652
DDX11L1	1735
WASH7P	1351
MIR6859-1	68
MIR1302-2HG	1021
MIR1302-2	138
FAM138A	1219
OR4G4P	840
OR4G11P	1414
OR4F5	2618
CICP27	3812
RNU6-1100P	104
OR2G6	6197
ACTN2	17976
OR2T2	3530
OR13G1	2568
OR1C1	3980
OR2M3	9933
OR2T10	3522
OR6N1	2726
OR2T11	3770
OR10Z1	6323
SPTA1	10108
OR10R2	1159
LINC01788	2455
ZRANB2-AS1	967
ZRANB2	4985
MIR186	86
ZRANB2-AS2	14877
CERS2	4643
ANXA9	1594
PRUNE1	3156
RNU6-884P	107
BNIPL	3809
C1orf56	2320
CDC42SE1	4184
MLLT11	2483
IER5	4201
SLC25A44	7293
FH	9350
KMO	5946
OPN3	3724
CHML	7778
KIF1B	17955
ATAD3A	3344
TMEM240	2009
SSU72	6919
MIB2	8723
BCL9	6331
EXO1	4137
RPL23AP20	421
BECN2	1296
CFL1P4	498
MAP1LC3C	1207
TUBB8P6	1288
WDR64	5622
MIR3117	78
DYNLT5	3360
